0,0,0,0,0,0,0,0,0,0,0,0
2950.27,2714.53,4971.51,5432.05,6230.33,6329.28,6197.83,6019.77,5193.71,4683.3,4128.8,3209.26
2.07,1.74,1.62,1.18,0.84,0.56,0.51,0.66,0.94,1.38,1.7,2.01
125.68,121.14,177.96,186.59,215.23,200.28,212.73,236.87,193.54,193.67,131.41,93.6
5.22,3.72,1,0.92,0.35,0.29,0.57,0.53,1.29,1.35,1.45,2.38
3.34,1.47,0.06,0.05,0.05,0.6,2.95,1.04,1.27,0.06,0.02,0.54
0.01,0,0,0.01,0.01,0.07,0.92,0.46,0.34,0.03,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
223.67,235.65,429.68,524.68,700.58,768.69,853.24,729.01,562.08,416.1,284.68,198.1
