0,0,0,0,0,0,0,0,0,0,0,0
3873.63,3552.23,5911.82,6380.76,7227.09,7304.19,7184.62,7000.22,6135,5606.95,5034.13,4147.92
2.07,1.74,1.62,1.18,0.84,0.56,0.51,0.66,0.94,1.38,1.7,2.01
127.81,121.58,180.05,188.52,217.78,202.42,214.99,239.66,194.53,195.62,134.91,96.42
1.53,0.81,0.11,0.13,0.01,0.01,0.01,0.01,0.16,0.15,0.28,0.42
1.52,0.55,0.01,0.01,0.01,0.22,1.27,0.37,0.55,0.01,0,0.25
0,0,0,0,0,0,0.01,0.01,0.02,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
241.75,252.62,451.83,546.47,723.62,791.22,876.17,751.77,583.49,437.66,305.38,218.34
