0,0,0,0,0,0,0,0,0,0,0,0
1559.7,1461.44,3536.11,4050.24,4805.03,4930.58,4759.18,4596.88,3802.81,3281.09,2769.79,1797.97
2.07,1.74,1.62,1.18,0.84,0.56,0.51,0.66,0.94,1.38,1.7,2.01
134.27,133.21,180.77,187.64,216.11,198.67,212.57,235.13,196,195.84,131.52,98.12
20.32,16.81,7.27,6.4,4.89,4.68,7.7,7.07,10.28,10.58,9.14,13.8
10.84,5.21,0.56,0.35,0.58,1.85,7.58,3.43,3.36,0.69,0.4,1.99
0.34,0.15,0.05,0.54,1.57,3.32,9.24,6.38,4.29,1.33,0.11,0.01
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
208.11,220.55,402.37,497.07,670.74,739.51,825.89,701.39,538.15,392.19,260.64,177.93
